Date,Total CLI - Daily,Total ED Visits - Daily,CLI Count - 7 day average,CLI Percent - Daily,CLI Percent - 7 day average,Total COVID - Daily,COVID Count - 7 day average,COVID Percent - Daily,COVID Percent - 7 day average
06/11/2020,66,2446,87,0.0,0.0,41,54,0.0,0.0
12/10/2020,192,2477,190,0.1,0.1,169,171,0.1,0.1
01/07/2021,158,2377,136,0.1,0.1,144,122,0.1,0.1
10/18/2021,,3444,,,,43,50,0.0,0.0
06/17/2021,39,3103,38,0.0,0.0,12,14,0.0,0.0
10/31/2020,163,2259,145,0.1,0.1,139,121,0.1,0.0
02/22/2022,,2929,,,,20,25,0.0,0.0
06/06/2021,53,2887,52,0.0,0.0,32,31,0.0,0.0
10/02/2020,79,2498,65,0.0,0.0,48,37,0.0,0.0
12/16/2021,,3236,,,,287,221,0.1,0.1
04/14/2021,125,3133,140,0.0,0.0,103,121,0.0,0.0
11/18/2020,226,2447,247,0.1,0.1,200,221,0.1,0.1
01/26/2021,91,2164,101,0.0,0.0,76,88,0.0,0.0
02/18/2022,,2605,,,,32,31,0.0,0.0
11/15/2020,238,2309,265,0.1,0.1,211,233,0.1,0.1
11/14/2020,241,2391,262,0.1,0.1,215,230,0.1,0.1
10/31/2021,,2560,,,,42,48,0.0,0.0
09/24/2020,55,2716,59,0.0,0.0,25,31,0.0,0.0
08/12/2020,75,2870,64,0.0,0.0,42,38,0.0,0.0
08/07/2021,,2978,,,,61,66,0.0,0.0
01/10/2022,,2960,,,,330,405,0.1,0.1
01/18/2022,,2781,,,,208,232,0.1,0.1
03/04/2021,40,2422,45,0.0,0.0,33,36,0.0,0.0
04/20/2020,312,2380,256,0.1,0.1,210,169,0.1,0.1
10/17/2021,,2649,,,,37,50,0.0,0.0
06/21/2020,41,2163,70,0.0,0.0,18,39,0.0,0.0
12/14/2020,176,2551,187,0.1,0.1,154,168,0.1,0.1
06/23/2021,,3223,35,,0.0,8,9,0.0,0.0
10/21/2020,107,2641,90,0.0,0.0,88,70,0.0,0.0
10/01/2021,,3125,,,,62,58,0.0,0.0
05/01/2020,285,2351,279,0.1,0.1,209,213,0.1,0.1
10/12/2020,97,2910,79,0.0,0.0,72,51,0.0,0.0
05/19/2020,211,2339,228,0.1,0.1,160,176,0.1,0.1
07/28/2021,,3340,,,,53,42,0.0,0.0
09/15/2020,39,2839,51,0.0,0.0,22,30,0.0,0.0
02/23/2021,40,2530,47,0.0,0.0,31,39,0.0,0.0
10/23/2020,121,2545,102,0.0,0.0,102,82,0.0,0.0
12/25/2021,,2742,,,,546,544,0.2,0.2
04/16/2021,132,2999,139,0.0,0.0,113,122,0.0,0.0
10/22/2021,,2984,,,,47,42,0.0,0.0
04/10/2020,252,2145,265,0.1,0.1,167,156,0.1,0.1
04/12/2020,257,1847,269,0.1,0.1,163,165,0.1,0.1
09/25/2020,70,2713,60,0.0,0.0,34,31,0.0,0.0
05/02/2021,129,2786,137,0.0,0.0,115,118,0.0,0.0
06/23/2020,53,2631,64,0.0,0.0,28,37,0.0,0.0
09/22/2020,73,2652,60,0.0,0.0,45,33,0.0,0.0
05/27/2021,72,2920,78,0.0,0.0,50,57,0.0,0.0
10/10/2021,,2801,,,,49,56,0.0,0.0
07/11/2021,,2869,,,,19,12,0.0,0.0
03/09/2020,123,4121,91,0.0,0.0,0,0,0.0,0.0
02/06/2021,50,2062,70,0.0,0.0,39,62,0.0,0.0
05/17/2021,103,3366,102,0.0,0.0,82,79,0.0,0.0
08/10/2020,54,2923,65,0.0,0.0,30,38,0.0,0.0
12/06/2021,,3303,,,,159,144,0.0,0.0
04/03/2020,292,2307,270,0.1,0.1,146,104,0.1,0.0
02/03/2021,84,2459,77,0.0,0.0,72,68,0.0,0.0
07/11/2020,51,2434,64,0.0,0.0,36,38,0.0,0.0
05/11/2020,271,2452,252,0.1,0.1,215,202,0.1,0.1
08/21/2020,54,2716,70,0.0,0.0,36,44,0.0,0.0
05/23/2020,181,2264,200,0.1,0.1,132,154,0.1,0.1
03/17/2022,,3218,,,,11,13,0.0,0.0
11/13/2020,242,2562,261,0.1,0.1,220,229,0.1,0.1
11/05/2021,,3029,,,,60,51,0.0,0.0
01/12/2022,,2803,,,,320,361,0.1,0.1
04/29/2020,295,2191,280,0.1,0.1,230,210,0.1,0.1
10/27/2021,,3182,,,,60,47,0.0,0.0
01/09/2022,,2794,,,,293,433,0.1,0.2
09/28/2021,,3328,,,,53,54,0.0,0.0
05/12/2020,235,2225,246,0.1,0.1,181,196,0.1,0.1
11/29/2020,183,2247,215,0.1,0.1,155,193,0.1,0.1
11/12/2020,283,2832,263,0.1,0.1,244,229,0.1,0.1
12/11/2021,,2866,,,,156,157,0.1,0.1
03/16/2022,,3185,,,,11,13,0.0,0.0
09/12/2021,,3066,,,,81,89,0.0,0.0
03/07/2021,41,2272,46,0.0,0.0,33,37,0.0,0.0
03/12/2022,,2526,,,,8,14,0.0,0.0
05/31/2021,41,2757,60,0.0,0.0,29,41,0.0,0.0
09/09/2020,61,2675,55,0.0,0.0,35,33,0.0,0.0
01/11/2021,158,2502,135,0.1,0.1,143,123,0.1,0.1
03/18/2020,219,3225,167,0.1,0.0,3,2,0.0,0.0
07/18/2020,57,2651,68,0.0,0.0,37,42,0.0,0.0
08/30/2021,,3433,,,,99,95,0.0,0.0
02/07/2021,62,1821,71,0.0,0.0,53,62,0.0,0.0
09/03/2021,,3134,,,,95,94,0.0,0.0
07/01/2021,,3014,,,,6,8,0.0,0.0
01/01/2022,,2689,,,,515,595,0.2,0.2
08/03/2021,,3284,,,,54,55,0.0,0.0
03/31/2021,100,2775,94,0.0,0.0,84,81,0.0,0.0
06/05/2021,52,2793,51,0.0,0.0,24,30,0.0,0.0
06/15/2021,33,3275,39,0.0,0.0,7,18,0.0,0.0
03/03/2020,94,3790,,0.0,,0,,0.0,
12/07/2020,207,2589,191,0.1,0.1,183,171,0.1,0.1
09/23/2021,,2951,,,,61,60,0.0,0.0
03/23/2022,,3186,,,,8,11,0.0,0.0
03/19/2022,,2690,,,,10,13,0.0,0.0
03/23/2020,222,2751,193,0.1,0.1,29,12,0.0,0.0
03/26/2022,,2025,,,,7,10,0.0,0.0
11/07/2020,235,2605,221,0.1,0.1,211,192,0.1,0.1
03/16/2021,78,2611,54,0.0,0.0,61,41,0.0,0.0
07/07/2021,,3473,,,,9,11,0.0,0.0
07/08/2021,,3342,,,,8,11,0.0,0.0
12/04/2020,210,2446,205,0.1,0.1,189,180,0.1,0.1
09/01/2020,52,2670,71,0.0,0.0,29,44,0.0,0.0
12/31/2021,,2753,,,,537,600,0.2,0.2
05/18/2020,249,2516,232,0.1,0.1,191,179,0.1,0.1
03/09/2022,,2975,,,,13,13,0.0,0.0
03/02/2020,112,4043,,0.0,,0,,0.0,
12/03/2021,,3214,,,,139,132,0.0,0.0
08/26/2020,84,2825,68,0.0,0.0,58,43,0.0,0.0
02/19/2022,,2418,,,,21,29,0.0,0.0
10/19/2021,,3267,,,,40,48,0.0,0.0
12/20/2021,,3524,,,,460,333,0.1,0.1
10/12/2021,,3476,,,,51,50,0.0,0.0
01/22/2021,76,2262,113,0.0,0.0,68,99,0.0,0.0
09/24/2021,,3138,,,,53,57,0.0,0.0
08/05/2021,,3298,,,,83,64,0.0,0.0
08/26/2021,,3174,,,,105,96,0.0,0.0
07/31/2020,70,2669,74,0.0,0.0,45,46,0.0,0.0
10/11/2020,59,2398,80,0.0,0.0,45,48,0.0,0.0
09/20/2021,,3625,,,,58,65,0.0,0.0
08/12/2021,,3343,,,,84,78,0.0,0.0
10/29/2020,146,2533,131,0.1,0.1,121,108,0.0,0.0
11/01/2021,,3437,,,,56,46,0.0,0.0
07/16/2020,68,2717,68,0.0,0.0,44,42,0.0,0.0
09/30/2021,,3123,,,,64,56,0.0,0.0
04/09/2021,132,2956,137,0.0,0.0,113,116,0.0,0.0
11/05/2020,239,2858,197,0.1,0.1,211,170,0.1,0.1
06/10/2021,46,3204,50,0.0,0.0,28,27,0.0,0.0
09/02/2020,62,2674,68,0.0,0.0,36,40,0.0,0.0
02/23/2022,,2796,,,,23,22,0.0,0.0
06/07/2021,60,3536,54,0.0,0.0,27,30,0.0,0.0
07/08/2020,66,2858,66,0.0,0.0,41,40,0.0,0.0
10/03/2021,,2761,,,,44,57,0.0,0.0
01/18/2021,129,2498,116,0.1,0.0,112,102,0.0,0.0
03/11/2021,58,2532,51,0.0,0.0,50,41,0.0,0.0
05/22/2021,63,2742,90,0.0,0.0,51,68,0.0,0.0
01/22/2022,,2250,,,,131,172,0.1,0.1
10/20/2021,,3245,,,,32,44,0.0,0.0
03/03/2022,,2809,,,,7,13,0.0,0.0
01/29/2021,81,2323,93,0.0,0.0,67,81,0.0,0.0
03/02/2022,,2942,,,,11,16,0.0,0.0
05/21/2021,96,2992,94,0.0,0.0,69,71,0.0,0.0
03/25/2022,,3010,,,,11,10,0.0,0.0
04/18/2021,138,2632,144,0.1,0.0,118,125,0.0,0.0
01/24/2022,,2530,,,,116,146,0.0,0.1
06/12/2020,72,2511,84,0.0,0.0,44,51,0.0,0.0
08/25/2021,,3172,,,,94,92,0.0,0.0
03/07/2020,86,3278,88,0.0,0.0,0,0,0.0,0.0
10/16/2020,74,2548,74,0.0,0.0,57,51,0.0,0.0
12/02/2020,177,2553,205,0.1,0.1,156,183,0.1,0.1
12/29/2021,,3460,,,,586,604,0.2,0.2
01/15/2021,114,2369,123,0.0,0.1,106,110,0.0,0.0
03/21/2022,,3369,,,,11,12,0.0,0.0
09/17/2020,46,2628,51,0.0,0.0,30,30,0.0,0.0
10/07/2021,,3039,,,,56,59,0.0,0.0
06/14/2021,43,3463,41,0.0,0.0,16,20,0.0,0.0
09/26/2020,55,2361,62,0.0,0.0,27,31,0.0,0.0
10/14/2021,,3269,,,,50,50,0.0,0.0
01/19/2021,133,2446,117,0.1,0.0,113,103,0.0,0.0
08/23/2020,73,2654,66,0.0,0.0,44,42,0.0,0.0
01/16/2021,113,2157,121,0.1,0.1,101,109,0.0,0.0
05/14/2020,275,2224,233,0.1,0.1,206,184,0.1,0.1
01/23/2021,103,2128,112,0.0,0.0,96,99,0.0,0.0
02/10/2022,,2703,,,,23,40,0.0,0.0
03/05/2020,90,3800,,0.0,,0,,0.0,
12/30/2021,,3232,,,,653,613,0.2,0.2
01/31/2021,58,1662,84,0.0,0.0,51,73,0.0,0.0
08/09/2020,56,2455,67,0.0,0.0,38,40,0.0,0.0
08/11/2020,73,2845,64,0.0,0.0,42,38,0.0,0.0
08/04/2021,,3334,,,,79,58,0.0,0.0
07/25/2020,59,2475,66,0.0,0.0,34,34,0.0,0.0
03/13/2020,140,3726,117,0.0,0.0,0,0,0.0,0.0
07/10/2020,63,2698,64,0.0,0.0,39,37,0.0,0.0
03/28/2021,92,2522,84,0.0,0.0,82,71,0.0,0.0
07/10/2021,,3005,,,,11,10,0.0,0.0
04/23/2021,136,2911,142,0.0,0.0,103,119,0.0,0.0
10/21/2021,,3043,,,,38,42,0.0,0.0
10/08/2020,84,2649,81,0.0,0.0,47,47,0.0,0.0
07/28/2020,78,2871,67,0.0,0.0,50,38,0.0,0.0
08/15/2020,87,2596,71,0.0,0.0,49,43,0.0,0.0
03/20/2022,,2633,,,,10,12,0.0,0.0
07/29/2020,75,2754,68,0.0,0.0,50,41,0.0,0.0
03/26/2020,266,2591,217,0.1,0.1,56,29,0.0,0.0
02/08/2021,85,2468,72,0.0,0.0,72,63,0.0,0.0
10/22/2020,121,2633,95,0.0,0.0,95,76,0.0,0.0
07/26/2021,,3581,,,,35,35,0.0,0.0
11/10/2020,308,2943,256,0.1,0.1,276,222,0.1,0.1
12/08/2020,192,2472,188,0.1,0.1,169,168,0.1,0.1
01/03/2022,,3273,,,,529,558,0.2,0.2
02/24/2021,58,2557,47,0.0,0.0,48,37,0.0,0.0
05/06/2021,132,2972,129,0.0,0.0,116,113,0.0,0.0
04/01/2020,282,2381,269,0.1,0.1,129,83,0.1,0.0
06/28/2020,58,2445,61,0.0,0.0,29,34,0.0,0.0
12/02/2021,,3347,,,,146,127,0.0,0.0
04/09/2020,249,2154,271,0.1,0.1,147,153,0.1,0.1
02/22/2021,59,2686,48,0.0,0.0,43,40,0.0,0.0
12/04/2021,,2926,,,,146,138,0.0,0.0
10/16/2021,,2603,,,,55,52,0.0,0.0
07/29/2021,,3276,,,,44,43,0.0,0.0
04/29/2021,130,2876,132,0.0,0.0,112,110,0.0,0.0
12/03/2020,214,2501,209,0.1,0.1,181,184,0.1,0.1
01/30/2022,,2153,,,,49,80,0.0,0.0
07/24/2021,,2947,,,,36,32,0.0,0.0
09/14/2020,54,2930,53,0.0,0.0,29,31,0.0,0.0
04/15/2021,158,3084,139,0.1,0.0,139,122,0.0,0.0
04/01/2021,125,2669,98,0.0,0.0,118,86,0.0,0.0
12/25/2020,116,1812,141,0.1,0.1,105,127,0.1,0.1
02/20/2022,,2345,,,,16,28,0.0,0.0
02/10/2021,76,2353,67,0.0,0.0,69,59,0.0,0.0
02/25/2021,35,2478,46,0.0,0.0,32,36,0.0,0.0
06/27/2020,54,2435,59,0.0,0.0,33,32,0.0,0.0
09/15/2021,,3435,,,,69,80,0.0,0.0
07/05/2020,50,2622,64,0.0,0.0,30,39,0.0,0.0
03/24/2022,,3117,,,,7,10,0.0,0.0
04/28/2021,130,2933,135,0.0,0.0,100,111,0.0,0.0
03/24/2021,82,2724,78,0.0,0.0,66,63,0.0,0.0
08/13/2021,,3126,,,,79,79,0.0,0.0
07/02/2020,65,2647,61,0.0,0.0,39,36,0.0,0.0
04/13/2020,277,2190,264,0.1,0.1,168,164,0.1,0.1
05/28/2021,49,2492,72,0.0,0.0,34,52,0.0,0.0
12/11/2020,202,2413,189,0.1,0.1,190,171,0.1,0.1
01/21/2021,131,2475,119,0.1,0.1,116,105,0.0,0.0
02/16/2021,46,1898,56,0.0,0.0,40,48,0.0,0.0
05/25/2021,80,3135,83,0.0,0.0,49,62,0.0,0.0
12/28/2021,,3447,,,,589,601,0.2,0.2
08/17/2020,84,3143,77,0.0,0.0,56,47,0.0,0.0
03/15/2022,,3231,,,,14,14,0.0,0.0
06/05/2020,93,2529,103,0.0,0.0,68,79,0.0,0.0
07/20/2021,,3220,,,,32,24,0.0,0.0
04/02/2020,261,2214,268,0.1,0.1,125,93,0.1,0.0
05/08/2020,246,2217,277,0.1,0.1,189,218,0.1,0.1
02/16/2022,,2822,,,,40,31,0.0,0.0
03/06/2021,49,2261,46,0.0,0.0,44,37,0.0,0.0
04/26/2021,153,3173,135,0.0,0.0,133,113,0.0,0.0
05/04/2021,105,3099,131,0.0,0.0,90,112,0.0,0.0
01/02/2022,,2666,,,,496,577,0.2,0.2
07/14/2020,68,2791,67,0.0,0.0,45,40,0.0,0.0
08/31/2020,75,3002,72,0.0,0.0,47,46,0.0,0.0
08/02/2020,56,2329,73,0.0,0.0,35,46,0.0,0.0
07/06/2021,,3437,,,,10,10,0.0,0.0
07/06/2020,74,3024,64,0.0,0.0,44,40,0.0,0.0
11/08/2021,,3341,,,,60,54,0.0,0.0
08/29/2021,,2911,,,,73,97,0.0,0.0
04/08/2021,162,2899,135,0.1,0.0,136,114,0.0,0.0
08/19/2021,,3123,,,,80,84,0.0,0.0
07/22/2021,,3256,,,,34,26,0.0,0.0
11/21/2020,197,2343,230,0.1,0.1,167,207,0.1,0.1
01/20/2021,107,2384,116,0.0,0.0,94,103,0.0,0.0
03/27/2021,73,2614,82,0.0,0.0,63,69,0.0,0.0
10/08/2021,,3028,,,,41,56,0.0,0.0
02/14/2021,46,1782,63,0.0,0.0,34,54,0.0,0.0
05/12/2021,118,2934,109,0.0,0.0,92,89,0.0,0.0
07/17/2021,,2864,,,,15,19,0.0,0.0
05/08/2021,104,2601,120,0.0,0.0,87,104,0.0,0.0
07/27/2021,,3487,,,,55,39,0.0,0.0
02/02/2021,84,2507,77,0.0,0.0,75,69,0.0,0.0
04/02/2021,118,2724,103,0.0,0.0,95,90,0.0,0.0
11/30/2020,230,2689,210,0.1,0.1,199,188,0.1,0.1
01/28/2021,92,2385,93,0.0,0.0,83,82,0.0,0.0
12/13/2020,172,2024,192,0.1,0.1,155,172,0.1,0.1
05/13/2020,217,2365,234,0.1,0.1,170,186,0.1,0.1
09/13/2021,,3780,,,,102,87,0.0,0.0
06/19/2020,75,2532,74,0.0,0.0,51,43,0.0,0.0
08/22/2021,,2749,,,,86,86,0.0,0.0
08/15/2021,,2968,,,,80,85,0.0,0.0
03/05/2021,47,2360,45,0.0,0.0,37,35,0.0,0.0
07/20/2020,69,2845,66,0.0,0.0,37,41,0.0,0.0
12/28/2020,148,2705,141,0.1,0.1,134,127,0.0,0.1
05/10/2021,104,3136,110,0.0,0.0,93,93,0.0,0.0
09/03/2020,52,2759,66,0.0,0.0,33,39,0.0,0.0
08/29/2020,66,2556,74,0.0,0.0,41,46,0.0,0.0
03/02/2021,52,2551,46,0.0,0.0,32,37,0.0,0.0
12/23/2021,,3356,,,,591,467,0.2,0.1
02/20/2021,38,2181,48,0.0,0.0,31,41,0.0,0.0
10/26/2020,140,2701,119,0.1,0.0,116,96,0.0,0.0
01/04/2021,152,2653,136,0.1,0.1,136,121,0.1,0.1
09/16/2020,72,2771,53,0.0,0.0,37,31,0.0,0.0
11/26/2020,190,1821,215,0.1,0.1,174,193,0.1,0.1
03/29/2021,104,2949,86,0.0,0.0,86,74,0.0,0.0
11/17/2021,,2965,,,,72,70,0.0,0.0
07/05/2021,,3412,,,,13,10,0.0,0.0
11/02/2021,,3151,,,,59,49,0.0,0.0
02/26/2021,43,2421,45,0.0,0.0,39,37,0.0,0.0
10/27/2020,138,2614,123,0.1,0.0,117,101,0.0,0.0
06/14/2020,72,2180,76,0.0,0.0,38,46,0.0,0.0
06/15/2020,89,2617,75,0.0,0.0,39,44,0.0,0.0
06/09/2020,88,2628,96,0.0,0.0,64,63,0.0,0.0
05/20/2021,96,3114,96,0.0,0.0,77,73,0.0,0.0
03/12/2021,44,2445,50,0.0,0.0,31,40,0.0,0.0
01/27/2021,88,2324,98,0.0,0.0,79,86,0.0,0.0
11/18/2021,,2895,,,,68,71,0.0,0.0
09/29/2021,,3266,,,,55,56,0.0,0.0
05/06/2020,301,2366,282,0.1,0.1,240,219,0.1,0.1
07/13/2021,,3316,,,,16,13,0.0,0.0
02/28/2021,38,2145,46,0.0,0.0,33,37,0.0,0.0
03/17/2020,172,3328,155,0.1,0.0,6,2,0.0,0.0
06/02/2020,106,2544,122,0.0,0.0,76,96,0.0,0.0
04/14/2020,246,2055,259,0.1,0.1,168,164,0.1,0.1
03/25/2021,96,2801,80,0.0,0.0,84,65,0.0,0.0
07/07/2020,73,2891,65,0.0,0.0,41,39,0.0,0.0
08/28/2021,,2960,,,,103,98,0.0,0.0
07/14/2021,,3270,,,,25,15,0.0,0.0
08/27/2021,,3117,,,,95,96,0.0,0.0
03/22/2021,87,2879,76,0.0,0.0,66,59,0.0,0.0
11/09/2021,,3013,,,,70,56,0.0,0.0
07/09/2021,,3230,,,,12,10,0.0,0.0
02/15/2021,53,2012,58,0.0,0.0,45,50,0.0,0.0
12/24/2020,106,1767,149,0.1,0.1,102,134,0.1,0.1
04/30/2021,149,2902,134,0.1,0.0,131,114,0.0,0.0
02/12/2021,66,2307,66,0.0,0.0,59,57,0.0,0.0
06/25/2021,,2977,35,,0.0,8,8,0.0,0.0
07/15/2021,,3206,,,,25,18,0.0,0.0
03/30/2021,111,2862,91,0.0,0.0,99,78,0.0,0.0
05/13/2021,106,3074,105,0.0,0.0,86,85,0.0,0.0
07/04/2021,,2544,,,,6,10,0.0,0.0
03/26/2021,82,2732,80,0.0,0.0,68,67,0.0,0.0
02/05/2022,,2233,,,,31,50,0.0,0.0
06/02/2021,50,3079,53,0.0,0.0,28,35,0.0,0.0
02/09/2021,58,2362,69,0.0,0.0,51,59,0.0,0.0
09/09/2021,,3466,,,,88,97,0.0,0.0
05/14/2021,104,2945,105,0.0,0.0,83,84,0.0,0.0
06/21/2021,46,3292,37,0.0,0.0,9,10,0.0,0.0
05/07/2021,110,2923,124,0.0,0.0,91,107,0.0,0.0
04/25/2021,110,2524,133,0.0,0.0,91,111,0.0,0.0
09/10/2021,,3336,,,,70,93,0.0,0.0
