public	performance_metrics__streets__sanitation__rodent_baiting	8192 bytes	8192
public	performance_metrics__housing__economic_development__single_fami	8192 bytes	8192
public	performance_metrics__public_health__lead_inspections_performed	8192 bytes	8192
public	performance_metrics__streets__sanitation__graffiti_removal	8192 bytes	8192
public	performance_metrics__streets__sanitation__sanitation_code_compl	8192 bytes	8192
public	foia_request_log__cultural_affairs__historical	8192 bytes	8192
public	performance_metrics__housing__economic_development__affordable_	8192 bytes	8192
public	performance_metrics__family__support_services__domestic_violenc	8192 bytes	8192
public	performance_metrics__family__support_services__childen_services	8192 bytes	8192
public	table4th_ward_alderman_applicants__2016	8192 bytes	8192
public	farmers_markets__2013	8192 bytes	8192
public	cta__list_of_cta_datasets	8192 bytes	8192
public	performance_metrics__chicago_park_district__facilities_work_ord	8192 bytes	8192
public	lobbyist_data__historical__lobbyist_gift_report__2010	8192 bytes	8192
public	performance_metrics__ethics__lobbyists_registrations_and_activi	8192 bytes	8192
public	foia_request_log__graphics_and_reproduction_center__historical	8192 bytes	8192
public	lobbyist_data__lobbyist_gift_report_deprecated_october_2015	8192 bytes	8192
public	performance_metrics__chicago_park_district__natural_resources_t	8192 bytes	8192
public	table33rd_ward_alderman_applicants__2013	8192 bytes	8192
public	libraries__2017_wi_fi_usage	8192 bytes	8192
public	performance_metrics__public_health__immunization_program__month	8192 bytes	8192
public	libraries__2016_wi_fi_usage	8192 bytes	8192
public	chicago_public_schools__middle_school_attendance_boundaries_sy1	8192 bytes	8192
public	police_stations	8192 bytes	8192
public	performance_metrics__ethics__lobbyists_completing_ethics_traini	8192 bytes	8192
public	libraries__2020_wi_fi_usage	8192 bytes	8192
public	performance_metrics__housing__economic_development__small_busin	8192 bytes	8192
public	performance_metrics__public_health__schoolbased_oral_health_pro	8192 bytes	8192
public	tax_increment_financing_tif_annual_report__new_redevelopment_ag	8192 bytes	8192
public	libraries__2019_wi_fi_usage	8192 bytes	8192
public	senior_centers	8192 bytes	8192
public	performance_metrics__family__support_services__workforce_servic	8192 bytes	8192
public	libraries__2018_wi_fi_usage	8192 bytes	8192
public	nearby_independent_cook_county_grocery_stores	8192 bytes	8192
public	lobbyist_data__historical__lobbyist_termination_report	8192 bytes	8192
public	performance_metrics__streets__sanitation__garbage_cart_requests	8192 bytes	8192
public	performance_metrics__housing__economic_development__zoning_perm	8192 bytes	8192
public	libraries__2016_holds_placed_by_location	8192 bytes	8192
public	cta__performance__unscheduled_days_off	8192 bytes	8192
public	performance_metrics__chicago_park_district__comptroller_account	8192 bytes	8192
public	performance_metrics__innovation__technology__map_chicago_websit	8192 bytes	8192
information_schema	sql_sizing	8192 bytes	8192
information_schema	sql_implementation_info	8192 bytes	8192
public	libraries__2021_wi_fi_usage	8192 bytes	8192
public	boundaries__enterprise_zones_deprecated_october_2021	8192 bytes	8192
information_schema	sql_parts	8192 bytes	8192
public	performance_metrics__innovation__technology__zoning_map_website	8192 bytes	8192
public	bureau_of_sanitation__unscheduled_absences_by_day_of_week_for_r	8192 bytes	8192
public	libraries__2017_holds_placed_by_location	8192 bytes	8192
public	chicago_public_schools__high_school_attendance_boundaries_sy202	8192 bytes	8192
public	performance_metrics__chicago_park_district__park_security_check	8192 bytes	8192
public	performance_metrics__housing__economic_development__landmark_pe	8192 bytes	8192
public	financial_incentive_projects__neighborhood_opportunity_fund_nof	8192 bytes	8192
information_schema	view_routine_usage	0 bytes	0
information_schema	view_column_usage	0 bytes	0
information_schema	foreign_server_options	0 bytes	0
information_schema	role_column_grants	0 bytes	0
information_schema	routines	0 bytes	0
information_schema	applicable_roles	0 bytes	0
information_schema	element_types	0 bytes	0
information_schema	user_defined_types	0 bytes	0
information_schema	routine_sequence_usage	0 bytes	0
information_schema	routine_routine_usage	0 bytes	0
information_schema	_pg_user_mappings	0 bytes	0
information_schema	referential_constraints	0 bytes	0
information_schema	role_usage_grants	0 bytes	0
information_schema	domain_constraints	0 bytes	0
information_schema	usage_privileges	0 bytes	0
information_schema	data_type_privileges	0 bytes	0
information_schema	parameters	0 bytes	0
information_schema	column_domain_usage	0 bytes	0
information_schema	attributes	0 bytes	0
information_schema	role_routine_grants	0 bytes	0
information_schema	key_column_usage	0 bytes	0
information_schema	role_udt_grants	0 bytes	0
information_schema	foreign_data_wrappers	0 bytes	0
information_schema	constraint_table_usage	0 bytes	0
information_schema	foreign_tables	0 bytes	0
information_schema	routine_column_usage	0 bytes	0
information_schema	column_column_usage	0 bytes	0
information_schema	columns	0 bytes	0
information_schema	schemata	0 bytes	0
information_schema	foreign_data_wrapper_options	0 bytes	0
information_schema	foreign_table_options	0 bytes	0
information_schema	user_mapping_options	0 bytes	0
information_schema	_pg_foreign_data_wrappers	0 bytes	0
information_schema	collation_character_set_applicability	0 bytes	0
information_schema	udt_privileges	0 bytes	0
information_schema	triggers	0 bytes	0
information_schema	column_privileges	0 bytes	0
information_schema	views	0 bytes	0
information_schema	triggered_update_columns	0 bytes	0
information_schema	constraint_column_usage	0 bytes	0
information_schema	user_mappings	0 bytes	0
information_schema	transforms	0 bytes	0
information_schema	tables	0 bytes	0
information_schema	collations	0 bytes	0
information_schema	role_table_grants	0 bytes	0
information_schema	check_constraints	0 bytes	0
information_schema	view_table_usage	0 bytes	0
information_schema	table_privileges	0 bytes	0
information_schema	enabled_roles	0 bytes	0
information_schema	character_sets	0 bytes	0
information_schema	table_constraints	0 bytes	0
information_schema	domains	0 bytes	0
information_schema	information_schema_catalog_name	0 bytes	0
information_schema	routine_privileges	0 bytes	0
information_schema	check_constraint_routine_usage	0 bytes	0
information_schema	_pg_foreign_tables	0 bytes	0
information_schema	_pg_foreign_table_columns	0 bytes	0
information_schema	column_options	0 bytes	0
information_schema	routine_table_usage	0 bytes	0
information_schema	foreign_servers	0 bytes	0
information_schema	administrable_role_authorizations	0 bytes	0
information_schema	domain_udt_usage	0 bytes	0
information_schema	_pg_foreign_servers	0 bytes	0
information_schema	column_udt_usage	0 bytes	0
information_schema	sequences	0 bytes	0
