CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE358870,09/02/2021 09:58:00 AM,034XX W FULLERTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),N,Y,1413,35,26,1153153,1915746,41.924656619,-87.712671569,"(41.924656619, -87.712671569)"
JE350017,08/21/2021 12:04:00 PM,062XX N CALIFORNIA AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,Y,N,2413,50,22,1156535,1941350,41.994847676,-87.699548744,"(41.994847676, -87.699548744)"
JE358598,09/02/2021 01:33:00 AM,056XX N WINTHROP AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,N,N,2022,48,15,1167850,1937606,41.984336711,-87.658035574,"(41.984336711, -87.658035574)"
JE359080,09/02/2021 09:30:00 AM,057XX S SANGAMON ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,712,16,06,1170958,1866685,41.789657023,-87.648685933,"(41.789657023, -87.648685933)"
JE363506,09/02/2021 05:45:00 PM,006XX E 92ND ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,N,Y,633,9,26,1182143,1844114,41.727468116,-87.608371704,"(41.727468116, -87.608371704)"
JE364715,08/01/2021 12:00:00 AM,040XX W 115TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2211,19,26,1151295,1828012,41.683938508,-87.721792427,"(41.683938508, -87.721792427)"
JE418459,10/22/2021 09:45:00 AM,019XX E 95TH ST,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,431,7,08A,1190923,1842363,41.722455779,-87.576266092,"(41.722455779, -87.576266092)"
JE359288,09/02/2021 04:20:00 PM,093XX S LA SALLE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,Y,634,21,04A,1176921,1843058,41.724689408,-87.62753229,"(41.724689408, -87.62753229)"
JE418795,10/22/2021 12:45:00 AM,064XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),N,N,724,16,07,1170753,1862076,41.777013867,-87.649571994,"(41.777013867, -87.649571994)"
JF103452,01/04/2022 02:00:00 PM,055XX N CAMPBELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,2011,40,08A,1158668,1936702,41.982049783,-87.691830621,"(41.982049783, -87.691830621)"
JE359549,09/02/2021 08:10:00 PM,061XX W ADDISON ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,ALLEY,N,N,1633,36,26,1134904,1923304,41.945739493,-87.779547913,"(41.945739493, -87.779547913)"
JE359585,09/02/2021 08:28:00 PM,006XX S LOTUS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1522,29,08B,1139982,1896657,41.872525519,-87.761535629,"(41.872525519, -87.761535629)"
JE359505,09/02/2021 07:00:00 PM,071XX S ADA ST,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,Y,N,734,6,18,1168670,1857541,41.764614447,-87.65733889,"(41.764614447, -87.65733889)"
JE359616,09/02/2021 09:14:00 AM,013XX W HASTINGS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,1233,25,08B,1167752,1893853,41.864278228,-87.659660218,"(41.864278228, -87.659660218)"
JE364846,08/27/2021 06:18:00 PM,067XX S RACINE AVE,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,APARTMENT,N,N,724,17,12,1169481,1860093,41.77159993,-87.65429251,"(41.77159993, -87.65429251)"
JE418960,10/22/2021 04:00:00 PM,055XX S SPAULDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,822,14,08A,1155325,1867672,41.792692813,-87.705981364,"(41.792692813, -87.705981364)"
JE345415,08/21/2021 07:40:00 PM,023XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2413,50,06,1159376,1941100,41.994103492,-87.689105113,"(41.994103492, -87.689105113)"
JE359577,09/02/2021 08:24:00 PM,035XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1723,33,08B,1151740,1931662,41.968359268,-87.717443351,"(41.968359268, -87.717443351)"
JE319531,07/30/2021 08:28:00 AM,064XX S ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,Y,N,725,15,05,1166775,1862072,41.777088761,-87.664155368,"(41.777088761, -87.664155368)"
JE371262,09/12/2021 10:44:00 PM,041XX W 21ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1012,24,08B,1149066,1889435,41.85253658,-87.728370695,"(41.85253658, -87.728370695)"
JE345032,08/21/2021 02:06:00 PM,073XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,323,6,14,1181833,1856529,41.761543416,-87.609124524,"(41.761543416, -87.609124524)"
JE371575,09/12/2021 09:00:00 PM,006XX E 46TH ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,N,N,221,4,15,1181579,1874663,41.811310635,-87.60949592,"(41.811310635, -87.60949592)"
JE358726,09/02/2021 08:00:00 AM,089XX S ESCANABA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,423,10,08B,1196939,1846346,41.733238174,-87.554098649,"(41.733238174, -87.554098649)"
JE359199,09/02/2021 02:28:00 PM,036XX W LAKE ST,0810,THEFT,OVER $500,CTA TRAIN,N,N,1122,28,06,1151988,1901284,41.884994578,-87.71733391,"(41.884994578, -87.71733391)"
JE183051,03/28/2021 04:15:00 PM,016XX N AVERS AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,Y,N,2535,26,05,1150462,1910640,41.910698311,-87.722693132,"(41.910698311, -87.722693132)"
JE358675,09/02/2021 06:50:00 AM,034XX W CATALPA AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1712,39,08B,1152611,1936343,41.981186987,-87.7141163,"(41.981186987, -87.7141163)"
JE320680,07/31/2021 12:00:00 AM,068XX S CLYDE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,Y,N,331,5,18,1191390,1860029,41.770921563,-87.573984522,"(41.770921563, -87.573984522)"
JE371290,09/12/2021 11:23:00 PM,043XX N KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1724,33,06,1154271,1928711,41.960211239,-87.708216117,"(41.960211239, -87.708216117)"
JE359660,09/02/2021 11:15:00 PM,011XX W 110TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2234,34,08B,1170672,1831521,41.693168438,-87.650757301,"(41.693168438, -87.650757301)"
JE359218,09/02/2021 10:00:00 AM,078XX S SAWYER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,835,18,08A,1156076,1852422,41.750829429,-87.703636947,"(41.750829429, -87.703636947)"
JE359630,09/02/2021 09:42:00 PM,0000X W TERMINAL ST,0560,ASSAULT,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,N,N,1653,41,08A,1101811,1934419,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
JE418296,10/22/2021 06:00:00 AM,102XX S HALSTED ST,0262,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER FIREARM,ALLEY,N,N,2232,34,02,1172782,1837045,41.708280992,-87.642870023,"(41.708280992, -87.642870023)"
JE358591,09/02/2021 02:45:00 AM,022XX W DIVISION ST,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,N,N,1212,2,08A,1161104,1907941,41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
JE359420,09/02/2021 05:44:00 PM,055XX W MONROE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),N,N,1522,29,15,1139639,1899116,41.879279602,-87.762734935,"(41.879279602, -87.762734935)"
JE345192,08/21/2021 12:00:00 PM,064XX S CLAREMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,825,16,14,1161849,1861906,41.776737003,-87.682218667,"(41.776737003, -87.682218667)"
JE370753,09/12/2021 12:54:00 PM,071XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,334,7,14,1193450,1858357,41.766283315,-87.566488118,"(41.766283315, -87.566488118)"
JE371224,09/12/2021 08:45:00 PM,076XX S CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,833,18,14,1145727,1853720,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
JE345398,08/21/2021 08:01:00 PM,016XX N ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1433,32,08B,1165429,1910899,41.911103465,-87.667702468,"(41.911103465, -87.667702468)"
JE345943,08/21/2021 02:00:00 PM,012XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1231,28,06,1168284,1896759,41.872241053,-87.657623298,"(41.872241053, -87.657623298)"
JE373187,09/12/2021 12:01:00 AM,104XX S MORGAN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,2232,34,08A,1171494,1835692,41.704596398,-87.64762621,"(41.704596398, -87.64762621)"
JE419240,10/22/2021 11:15:00 PM,003XX E 131ST PL,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,533,9,08A,1180778,1818357,41.656818764,-87.614159613,"(41.656818764, -87.614159613)"
JE370437,09/12/2021 05:50:00 AM,080XX S DOBSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,631,8,08B,1184619,1851965,41.748954527,-87.599056457,"(41.748954527, -87.599056457)"
JE422491,10/22/2021 10:10:00 PM,054XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,CHA PARKING LOT / GROUNDS,N,N,1522,29,08A,1140144,1894154,41.865653989,-87.761002116,"(41.865653989, -87.761002116)"
JE350848,08/21/2021 10:00:00 AM,033XX S INDIANA AVE,0810,THEFT,OVER $500,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,211,3,06,1178147,1882999,41.834263931,-87.621830953,"(41.834263931, -87.621830953)"
JE374476,09/12/2021 12:00:00 PM,085XX S COTTAGE GROVE AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,632,8,02,1183053,1848515,41.739523881,-87.604901825,"(41.739523881, -87.604901825)"
JE371184,09/12/2021 08:29:00 PM,006XX E 91ST ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,633,8,04A,1181997,1844775,41.729285351,-87.608886141,"(41.729285351, -87.608886141)"
JE370447,09/12/2021 06:13:00 AM,056XX N SHERIDAN RD,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,N,N,2022,48,03,1168616,1937674,41.984506698,-87.655216366,"(41.984506698, -87.655216366)"
JE344679,08/21/2021 09:08:00 AM,070XX S MAY ST,0560,ASSAULT,SIMPLE,SIDEWALK,Y,N,733,6,08A,1169870,1858059,41.766009942,-87.65292555,"(41.766009942, -87.65292555)"
JE370230,09/12/2021 12:04:00 AM,045XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,215,3,04A,1177914,1875105,41.812607444,-87.622925375,"(41.812607444, -87.622925375)"
JE418690,10/22/2021 12:30:00 PM,058XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,712,16,14,1170978,1865975,41.787708265,-87.648633332,"(41.787708265, -87.648633332)"
JE373597,09/12/2021 01:04:00 PM,038XX N BROADWAY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1923,46,07,1170234,1925689,41.951584219,-87.649617365,"(41.951584219, -87.649617365)"
JE345432,08/21/2021 03:00:00 PM,023XX N TRIPP AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,2522,31,06,1147656,1915451,41.923954517,-87.732877698,"(41.923954517, -87.732877698)"
JE419236,10/22/2021 07:45:00 PM,132XX S BURLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,433,10,14,1199761,1817686,41.654521856,-87.544721822,"(41.654521856, -87.544721822)"
JE350386,07/29/2021 07:00:00 AM,051XX W LAKE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,1532,28,06,1141954,1901990,41.887123664,-87.754163303,"(41.887123664, -87.754163303)"
JE370640,09/12/2021 10:00:00 AM,119XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,VACANT LOT / LAND,N,N,524,34,06,1174787,1825681,41.677052099,-87.635864574,"(41.677052099, -87.635864574)"
JE370791,09/12/2021 12:35:00 PM,023XX N KENMORE AVE,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,N,N,1811,43,08B,1168908,1915690,41.924175435,-87.654782621,"(41.924175435, -87.654782621)"
JE344942,08/21/2021 01:29:00 PM,018XX S HARDING AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,1014,24,04B,1150351,1890656,41.855862215,-87.723622495,"(41.855862215, -87.723622495)"
JE371091,09/12/2021 04:30:00 PM,012XX E 95TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,511,8,06,1186366,1842237,41.72221878,-87.592961524,"(41.72221878, -87.592961524)"
JE344932,08/21/2021 01:36:00 PM,071XX S NORMAL BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,N,N,732,6,04B,1174197,1857526,41.764452305,-87.637081449,"(41.764452305, -87.637081449)"
JE345965,08/21/2021 07:00:00 PM,008XX N MAYFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1511,29,14,1136985,1905190,41.895995456,-87.772334331,"(41.895995456, -87.772334331)"
JF105525,01/04/2022 08:35:00 AM,019XX N MILWAUKEE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1434,32,06,1160275,1912748,41.916285455,-87.68658527,"(41.916285455, -87.68658527)"
JE345730,08/21/2021 10:30:00 PM,010XX N CAMBRIDGE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,1823,27,07,1172426,1907257,41.900957742,-87.642105879,"(41.900957742, -87.642105879)"
JE344475,08/21/2021 01:37:00 AM,026XX W 24TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1034,12,04B,1159211,1887972,41.848319786,-87.691175479,"(41.848319786, -87.691175479)"
JE387109,09/25/2021 10:00:00 AM,051XX S KENWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,234,4,11,1185979,1871296,41.801968515,-87.593463546,"(41.801968515, -87.593463546)"
JE387058,09/25/2021 03:30:00 PM,075XX W DEVON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,1612,41,08A,1125122,1941930,41.997019075,-87.815089713,"(41.997019075, -87.815089713)"
JE362766,09/03/2021 10:00:00 PM,078XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,611,17,07,1167034,1852829,41.751719202,-87.663469758,"(41.751719202, -87.663469758)"
JE360854,09/03/2021 10:48:00 PM,041XX N WOLCOTT AVE,031A,ROBBERY,ARMED - HANDGUN,VEHICLE NON-COMMERCIAL,N,N,1912,47,03,1162927,1927726,41.957330664,-87.676420283,"(41.957330664, -87.676420283)"
JE360176,09/03/2021 12:05:00 PM,079XX S RACINE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,Y,612,21,04A,1169694,1852368,41.750396912,-87.653735437,"(41.750396912, -87.653735437)"
JE370621,09/12/2021 10:59:00 AM,041XX W CULLERTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1012,24,14,1149073,1890099,41.854358544,-87.728327831,"(41.854358544, -87.728327831)"
JE370913,09/12/2021 12:01:00 AM,0000X W DIVISION ST,0810,THEFT,OVER $500,BAR OR TAVERN,N,N,1824,2,06,1175906,1908369,41.903931469,-87.629290187,"(41.903931469, -87.629290187)"
JE371058,09/12/2021 06:30:00 PM,077XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,624,8,08B,1183574,1853884,41.75424487,-87.602825983,"(41.75424487, -87.602825983)"
JE335821,08/13/2021 08:49:00 AM,071XX S LOWE AVE,0460,BATTERY,SIMPLE,APARTMENT,Y,N,732,6,08B,1173383,1857496,41.764388024,-87.640065846,"(41.764388024, -87.640065846)"
JE370424,09/12/2021 02:00:00 AM,003XX W 109TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,513,34,07,1175920,1832642,41.696128901,-87.631509905,"(41.696128901, -87.631509905)"
JF120366,01/21/2022 10:26:00 PM,025XX N LUNA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2515,30,08B,1138949,1916333,41.92653767,-87.764849602,"(41.92653767, -87.764849602)"
JE345511,08/21/2021 09:40:00 PM,006XX E 87TH PL,0810,THEFT,OVER $500,STREET,N,Y,632,6,06,1181969,1847103,41.735674302,-87.608916935,"(41.735674302, -87.608916935)"
JE371307,09/12/2021 11:35:00 PM,091XX S DAUPHIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,633,8,08A,1183606,1844589,41.728737634,-87.602997802,"(41.728737634, -87.602997802)"
JE424347,10/15/2021 03:45:00 AM,003XX W CHICAGO AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1823,27,03,1173942,1905667,41.896561044,-87.636584978,"(41.896561044, -87.636584978)"
JE371148,09/12/2021 08:15:00 PM,016XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1814,43,06,1176665,1911098,41.911402836,-87.626419612,"(41.911402836, -87.626419612)"
JE432993,11/03/2021 06:56:00 PM,056XX S BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,713,16,08B,1167625,1867428,41.791768087,-87.660885723,"(41.791768087, -87.660885723)"
JE370233,09/12/2021 12:30:00 AM,008XX E 54TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,233,5,08B,1182633,1869385,41.796802952,-87.605793832,"(41.796802952, -87.605793832)"
JE370730,09/12/2021 12:23:00 PM,033XX W 62ND PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - PORCH / HALLWAY,Y,N,823,23,15,1155254,1862990,41.779846142,-87.706366906,"(41.779846142, -87.706366906)"
JE370445,09/12/2021 06:33:00 AM,040XX S TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,921,12,14,1159390,1877848,41.820534693,-87.690796465,"(41.820534693, -87.690796465)"
JE370906,09/12/2021 01:25:00 PM,095XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,CTA BUS,N,N,511,9,08A,1183549,1841976,41.721568583,-87.603287781,"(41.721568583, -87.603287781)"
JE285822,06/28/2021 10:00:00 AM,061XX N GLENWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2433,48,11,1165858,1941069,41.993882139,-87.665262497,"(41.993882139, -87.665262497)"
JE370771,09/12/2021 01:00:00 PM,017XX W FULLERTON AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1811,32,08A,1164140,1915989,41.925098106,-87.672293669,"(41.925098106, -87.672293669)"
JE370435,09/12/2021 05:00:00 AM,038XX N PLAINFIELD AVE,0810,THEFT,OVER $500,STREET,N,N,1631,38,06,1120043,1924478,41.94921158,-87.834147861,"(41.94921158, -87.834147861)"
JE419799,10/22/2021 05:35:00 PM,015XX W SHERWIN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,2423,49,08A,1164747,1948737,42.014947007,-87.669130382,"(42.014947007, -87.669130382)"
JE372203,09/12/2021 10:44:00 PM,021XX N RICHMOND ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,1414,1,26,1156593,1914108,41.920092799,-87.70007591,"(41.920092799, -87.70007591)"
JE370816,09/12/2021 02:09:00 PM,080XX S AVALON AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,N,N,411,8,04B,1185942,1851913,41.74878075,-87.594210185,"(41.74878075, -87.594210185)"
JE370971,09/12/2021 04:27:00 PM,006XX N LAKE SHORE DR,0810,THEFT,OVER $500,SIDEWALK,N,N,1834,42,06,1179779,1904773,41.893975793,-87.615174466,"(41.893975793, -87.615174466)"
JE371186,09/12/2021 08:35:00 PM,058XX W WALTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,1511,29,08B,1137292,1905740,41.897499211,-87.77119353,"(41.897499211, -87.77119353)"
JE371159,09/12/2021 07:45:00 PM,019XX E 74TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,N,333,7,04A,1190580,1856292,41.760686518,-87.577074069,"(41.760686518, -87.577074069)"
JE418842,10/22/2021 03:00:00 PM,005XX N KEDZIE AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,Y,N,1221,27,18,1154949,1903386,41.890703831,-87.70640419,"(41.890703831, -87.70640419)"
JE433668,11/03/2021 11:30:00 AM,085XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,632,6,08B,1178644,1848323,41.739098284,-87.621061391,"(41.739098284, -87.621061391)"
JE424585,10/20/2021 03:45:00 PM,016XX S CHRISTIANA AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1021,24,08B,1154304,1891560,41.85826495,-87.709088822,"(41.85826495, -87.709088822)"
JE344473,08/21/2021 02:26:00 AM,078XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,624,6,14,1180265,1853051,41.752035487,-87.614977779,"(41.752035487, -87.614977779)"
JE359757,09/03/2021 02:00:00 AM,012XX N HERMITAGE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1424,1,03,1164602,1908965,41.905814008,-87.670795453,"(41.905814008, -87.670795453)"
JE361455,09/03/2021 09:00:00 PM,037XX S WELLS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,915,3,14,1175251,1880269,41.826837914,-87.632538728,"(41.826837914, -87.632538728)"
JE371105,09/12/2021 06:41:00 PM,018XX S WABASH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,131,3,08A,1177049,1891470,41.857533855,-87.625603607,"(41.857533855, -87.625603607)"
JE371553,09/12/2021 05:40:00 PM,078XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,421,7,14,1194549,1853496,41.75291741,-87.562619593,"(41.75291741, -87.562619593)"
JE370222,09/12/2021 12:22:00 AM,014XX E 72ND ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,324,8,15,1186951,1857541,41.764200666,-87.590334779,"(41.764200666, -87.590334779)"
JE371213,09/12/2021 09:30:00 PM,019XX N LA CROSSE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2533,36,08B,1143757,1912277,41.91531876,-87.747284025,"(41.91531876, -87.747284025)"
JE370336,09/12/2021 02:30:00 AM,050XX N WINTHROP AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2033,48,08B,1167953,1933951,41.974305063,-87.657762776,"(41.974305063, -87.657762776)"
JE418819,10/22/2021 03:50:00 PM,101XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,511,9,08A,1179704,1837843,41.710315707,-87.617497067,"(41.710315707, -87.617497067)"
JE371319,09/12/2021 11:50:00 PM,092XX S MANISTEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,N,Y,423,7,08B,1196244,1844161,41.727259587,-87.556716938,"(41.727259587, -87.556716938)"
JE370950,09/12/2021 10:50:00 AM,020XX E 79TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,N,N,414,8,11,1191073,1852990,41.751613643,-87.575373855,"(41.751613643, -87.575373855)"
JE351009,08/08/2021 09:00:00 AM,063XX N OAKLEY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2413,50,11,1159832,1941990,41.996536258,-87.687403054,"(41.996536258, -87.687403054)"
JE372908,09/12/2021 08:15:00 PM,096XX S LOWE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2223,21,06,1173668,1840978,41.71905417,-87.639509381,"(41.71905417, -87.639509381)"
JE370474,09/12/2021 07:22:00 AM,053XX W VAN BUREN ST,0460,BATTERY,SIMPLE,ALLEY,Y,N,1522,29,08B,1140794,1897493,41.87480473,-87.758533817,"(41.87480473, -87.758533817)"
JE370862,09/12/2021 02:54:00 PM,053XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,932,16,08B,1164923,1869299,41.79695991,-87.670740604,"(41.79695991, -87.670740604)"
JE345389,08/21/2021 07:22:00 PM,016XX S CARPENTER ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,1235,25,08A,1169465,1892102,41.859436283,-87.653422778,"(41.859436283, -87.653422778)"
JE370763,09/12/2021 01:05:00 PM,043XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VACANT LOT / LAND,N,Y,1115,28,08B,1147516,1899309,41.879661866,-87.733806626,"(41.879661866, -87.733806626)"
JE418965,10/22/2021 05:30:00 PM,012XX N PULASKI RD,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,2535,37,03,1149488,1908183,41.903975033,-87.726335154,"(41.903975033, -87.726335154)"
JE418230,10/22/2021 03:26:00 AM,010XX S CANAL ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,124,25,05,1173291,1895810,41.869527301,-87.639268759,"(41.869527301, -87.639268759)"
JE345381,08/21/2021 06:59:00 PM,016XX S KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1012,24,14,1149323,1891451,41.858063762,-87.7273752,"(41.858063762, -87.7273752)"
JE371037,09/12/2021 02:08:00 AM,005XX W GRAND AVE,0810,THEFT,OVER $500,STREET,N,N,1214,27,06,1172492,1903754,41.891343848,-87.641967141,"(41.891343848, -87.641967141)"
JE299484,07/12/2021 09:01:00 PM,006XX S SACRAMENTO BLVD,2026,NARCOTICS,POSSESS - PCP,STREET,Y,N,1135,28,18,1156465,1897134,41.873517205,-87.701005851,"(41.873517205, -87.701005851)"
