CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE399359,10/05/2021 06:20:00 PM,018XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1811,2,06,1169186,1911997,41.914035604,-87.653868654,"(41.914035604, -87.653868654)"
JE399478,10/05/2021 10:00:00 AM,0000X N LATROBE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1522,28,05,1141382,1899877,41.881335904,-87.756316052,"(41.881335904, -87.756316052)"
JE400496,10/05/2021 05:20:00 PM,078XX S RACINE AVE,0810,THEFT,OVER $500,CTA BUS STOP,N,N,612,17,06,1169688,1852582,41.750984287,-87.65375123,"(41.750984287, -87.65375123)"
JE326819,08/05/2021 09:00:00 AM,0000X E DELAWARE PL,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,N,N,1833,42,06,1176404,1906631,41.899151086,-87.627513456,"(41.899151086, -87.627513456)"
JE319391,07/30/2021 04:32:00 AM,092XX S ELLIS AVE,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,Y,Y,413,8,08B,1184500,1843887,41.726790404,-87.59974483,"(41.726790404, -87.59974483)"
JE327767,08/05/2021 11:22:00 PM,011XX E 95TH ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,N,N,511,8,05,1185662,1842221,41.722191459,-87.595540645,"(41.722191459, -87.595540645)"
JE400366,10/05/2021 05:00:00 PM,011XX W COLUMBIA AVE,0810,THEFT,OVER $500,STREET,N,N,2432,49,06,1167346,1944999,42.004634148,-87.659675307,"(42.004634148, -87.659675307)"
JE399097,10/05/2021 02:45:00 PM,016XX N KINGSBURY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,N,N,1811,2,07,1168983,1911071,41.911499017,-87.654641356,"(41.911499017, -87.654641356)"
JE313326,07/24/2021 07:50:00 PM,019XX S LOOMIS ST,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1235,25,08A,1167341,1890749,41.855769424,-87.661258179,"(41.855769424, -87.661258179)"
JE366984,09/09/2021 09:27:00 AM,031XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,STREET,N,N,915,11,08A,1174798,1884137,41.837462159,-87.63408518,"(41.837462159, -87.63408518)"
JE312026,07/24/2021 12:40:00 AM,027XX W FLOURNOY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,N,N,1135,28,15,1158296,1896923,41.872900989,-87.694289078,"(41.872900989, -87.694289078)"
JE312366,07/24/2021 11:18:00 AM,055XX W GLADYS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1522,29,06,1139490,1897792,41.875649089,-87.763314334,"(41.875649089, -87.763314334)"
JE368285,09/09/2021 12:00:00 AM,049XX W ST PAUL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,2533,37,08A,1143075,1911181,41.912323979,-87.749817051,"(41.912323979, -87.749817051)"
JE404743,10/02/2021 10:55:00 PM,015XX W HASTINGS ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,1233,28,06,1166293,1893812,41.864197012,-87.665017322,"(41.864197012, -87.665017322)"
JE399029,10/05/2021 02:10:00 PM,030XX W 44TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,922,15,04A,1156899,1875318,41.813642803,-87.700003072,"(41.813642803, -87.700003072)"
JE327344,08/05/2021 03:45:00 PM,022XX N AUSTIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2512,36,15,1136033,1914267,41.92092088,-87.775614121,"(41.92092088, -87.775614121)"
JE327914,08/05/2021 07:50:00 PM,044XX N MAGNOLIA AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,1913,46,06,1167111,1929700,41.962658354,-87.660981712,"(41.962658354, -87.660981712)"
JE399527,10/05/2021 04:00:00 PM,118XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,524,34,08B,1172120,1826382,41.679034586,-87.645606079,"(41.679034586, -87.645606079)"
JE327590,08/05/2021 07:33:00 PM,008XX W ADDISON ST,0860,THEFT,RETAIL THEFT,GAS STATION,Y,N,1924,44,06,1170200,1924134,41.947317986,-87.649787936,"(41.947317986, -87.649787936)"
JE402416,10/03/2021 08:00:00 PM,014XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,N,N,1233,28,06,1167273,1893086,41.862183816,-87.661440644,"(41.862183816, -87.661440644)"
JE430901,11/02/2021 02:30:00 AM,044XX W ROOSEVELT RD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1011,24,15,1147069,1894336,41.866023916,-87.735575126,"(41.866023916, -87.735575126)"
JE327281,08/05/2021 03:31:00 PM,026XX S MILLARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1032,22,08B,1152461,1886295,41.843853728,-87.715992773,"(41.843853728, -87.715992773)"
JE399265,10/05/2021 05:00:00 PM,090XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,STREET,N,N,633,9,08A,1180492,1845313,41.730796315,-87.614382835,"(41.730796315, -87.614382835)"
JE400393,10/05/2021 06:00:00 PM,080XX S PHILLIPS AVE,0810,THEFT,OVER $500,STREET,N,N,422,7,06,1193917,1852157,41.749258599,-87.564979395,"(41.749258599, -87.564979395)"
JE403217,09/23/2021 06:00:00 PM,031XX N PULASKI RD,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2523,31,06,1149179,1920548,41.93791173,-87.727149134,"(41.93791173, -87.727149134)"
JE399536,10/05/2021 08:00:00 PM,0000X N KOSTNER AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,VEHICLE NON-COMMERCIAL,N,N,1113,28,03,1147053,1899827,41.881092181,-87.735493462,"(41.881092181, -87.735493462)"
JE400219,10/05/2021 11:00:00 PM,055XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,N,N,1622,45,06,1136432,1936565,41.982101703,-87.773613022,"(41.982101703, -87.773613022)"
JE402267,08/03/2021 10:00:00 AM,038XX W LEXINGTON ST,0890,THEFT,FROM BUILDING,APARTMENT,N,Y,1133,24,06,1150942,1896424,41.871678744,-87.721302284,"(41.871678744, -87.721302284)"
JE399203,10/05/2021 04:36:00 PM,023XX N SHEFFIELD AVE,0810,THEFT,OVER $500,STREET,Y,N,1812,43,06,1169238,1915707,41.924214912,-87.653569578,"(41.924214912, -87.653569578)"
JE330579,08/05/2021 06:00:00 PM,050XX S LAVERGNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),N,N,814,22,07,1143875,1870846,41.801624397,-87.747888394,"(41.801624397, -87.747888394)"
JF140882,02/10/2022 05:00:00 PM,061XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,823,16,07,1156437,1863805,41.78205887,-87.702007889,"(41.78205887, -87.702007889)"
JE399025,10/05/2021 07:00:00 AM,032XX W DIVISION ST,0810,THEFT,OVER $500,STREET,N,N,1121,26,06,1154496,1907798,41.902819844,-87.707949727,"(41.902819844, -87.707949727)"
JE399804,10/05/2021 09:00:00 PM,118XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2212,19,06,1161529,1825822,41.677723287,-87.684389048,"(41.677723287, -87.684389048)"
JE336947,08/14/2021 09:33:00 AM,033XX W ARMITAGE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1413,26,03,1153636,1913088,41.917353237,-87.710967689,"(41.917353237, -87.710967689)"
JE402873,09/03/2021 08:00:00 AM,039XX S LAKE PARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,214,4,11,1183292,1879180,41.823665846,-87.603072021,"(41.823665846, -87.603072021)"
JE463023,12/01/2021 10:40:00 PM,028XX N BROADWAY,0460,BATTERY,SIMPLE,STREET,N,N,1934,44,08B,1171665,1919218,41.933796108,-87.644548217,"(41.933796108, -87.644548217)"
JE399347,10/05/2021 06:35:00 PM,005XX N SAWYER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1121,27,15,1154612,1903473,41.890949318,-87.707639495,"(41.890949318, -87.707639495)"
JE399313,10/05/2021 12:00:00 AM,007XX E 81ST ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,631,6,04B,1182480,1851454,41.747602112,-87.606910284,"(41.747602112, -87.606910284)"
JE398541,10/05/2021 07:30:00 AM,037XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,212,4,06,1180863,1880137,41.826348233,-87.611953567,"(41.826348233, -87.611953567)"
JE402680,07/01/2021 10:00:00 AM,072XX S RICHMOND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,831,18,11,1157958,1856505,41.761995811,-87.696629594,"(41.761995811, -87.696629594)"
JE312631,07/24/2021 02:20:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,111,42,06,1176352,1900927,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
JE384348,09/23/2021 12:55:00 PM,028XX W PALMER ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1414,1,06,1156762,1914684,41.921669962,-87.699439329,"(41.921669962, -87.699439329)"
JE403927,10/04/2021 04:00:00 PM,051XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,932,16,14,1163889,1870644,41.800672564,-87.674494607,"(41.800672564, -87.674494607)"
JE400014,10/05/2021 03:00:00 PM,012XX N LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2535,26,14,1151333,1908144,41.903831989,-87.719558985,"(41.903831989, -87.719558985)"
JE402598,09/24/2021 02:40:00 PM,009XX W 88TH ST,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,N,N,2222,21,08B,1171679,1846485,41.734209915,-87.646633525,"(41.734209915, -87.646633525)"
JE399251,10/05/2021 02:00:00 PM,075XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,421,7,08A,1196126,1856148,41.76015578,-87.556752911,"(41.76015578, -87.556752911)"
JE398559,10/05/2021 05:30:00 AM,040XX W 115TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2211,19,07,1151275,1828011,41.683936153,-87.721865668,"(41.683936153, -87.721865668)"
JE399583,10/05/2021 09:40:00 PM,084XX S BLACKSTONE AVE,0580,STALKING,SIMPLE,APARTMENT,N,N,412,8,08A,1187675,1849140,41.741130339,-87.587947946,"(41.741130339, -87.587947946)"
JE400068,10/05/2021 12:00:00 AM,105XX S OGLESBY AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,434,7,08B,1193860,1835599,41.703823312,-87.565729315,"(41.703823312, -87.565729315)"
JE398770,10/05/2021 11:00:00 AM,057XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2011,40,08B,1157303,1938064,41.985815117,-87.696813512,"(41.985815117, -87.696813512)"
JE403931,09/30/2021 03:50:00 AM,033XX N KNOX AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,1731,30,06,1144880,1921781,41.941377524,-87.742917755,"(41.941377524, -87.742917755)"
JE399629,10/05/2021 11:31:00 PM,033XX W 26TH ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,Y,N,1024,12,26,1154309,1886529,41.844459201,-87.709204691,"(41.844459201, -87.709204691)"
JE398642,10/05/2021 07:45:00 AM,021XX W HURON ST,0560,ASSAULT,SIMPLE,ALLEY,N,N,1221,1,08A,1162051,1904655,41.894040718,-87.680286686,"(41.894040718, -87.680286686)"
JE400033,10/05/2021 09:06:00 PM,018XX N HARLEM AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,2513,29,06,1127805,1911386,41.913157898,-87.805911332,"(41.913157898, -87.805911332)"
JE324458,08/02/2021 10:00:00 PM,007XX N HOYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1221,1,14,1162272,1904937,41.89480993,-87.679467131,"(41.89480993, -87.679467131)"
JE401586,10/05/2021 05:00:00 PM,042XX S FRANCISCO AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,921,15,26,1157732,1876470,41.81678715,-87.696916254,"(41.81678715, -87.696916254)"
JE403708,09/30/2021 09:00:00 AM,059XX N ST LOUIS AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,1711,39,10,1151971,1939286,41.989275415,-87.716392068,"(41.989275415, -87.716392068)"
JE399096,10/05/2021 03:31:00 PM,067XX S ST LAWRENCE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,321,20,15,1181400,1860441,41.772288333,-87.610591017,"(41.772288333, -87.610591017)"
JE399783,10/05/2021 08:00:00 AM,053XX S KILPATRICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,815,23,14,1145928,1868927,41.79631974,-87.740407687,"(41.79631974, -87.740407687)"
JE400518,10/05/2021 09:10:00 PM,133XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,533,9,07,1180389,1816924,41.652895283,-87.615626668,"(41.652895283, -87.615626668)"
JE431221,11/02/2021 11:00:00 AM,076XX S STATE ST,0460,BATTERY,SIMPLE,STREET,N,N,623,6,08B,1177594,1854568,41.756259091,-87.624719943,"(41.756259091, -87.624719943)"
JE398833,10/05/2021 11:55:00 AM,003XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1823,27,08B,1174035,1908316,41.903827966,-87.636164343,"(41.903827966, -87.636164343)"
JE399173,10/05/2021 04:30:00 PM,056XX W LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1512,29,08B,1138389,1902211,41.887795397,-87.767249835,"(41.887795397, -87.767249835)"
JE327020,08/05/2021 12:03:00 PM,074XX S EUCLID PKWY,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,333,8,08A,1190262,1855879,41.759560877,-87.578252819,"(41.759560877, -87.578252819)"
JE431013,11/02/2021 08:00:00 AM,024XX S AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1013,22,08B,1151095,1887557,41.847343649,-87.720972743,"(41.847343649, -87.720972743)"
JE398915,10/05/2021 12:30:00 PM,049XX W FULTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1532,28,14,1143188,1901474,41.885684754,-87.749644536,"(41.885684754, -87.749644536)"
JE398817,10/05/2021 11:00:00 AM,028XX W 19TH ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1022,12,08A,1157372,1890584,41.855524939,-87.6978538,"(41.855524939, -87.6978538)"
JE404913,10/05/2021 02:00:00 PM,013XX E 74TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,324,8,11,1186301,1856199,41.760533476,-87.592759502,"(41.760533476, -87.592759502)"
JE462579,12/01/2021 01:14:00 PM,010XX N KEDVALE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1111,37,08A,1148529,1906548,41.899506992,-87.729900075,"(41.899506992, -87.729900075)"
JE326847,08/05/2021 10:15:00 AM,063XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA BUS,N,N,725,16,14,1166757,1862692,41.778790504,-87.66420367,"(41.778790504, -87.66420367)"
JE326706,08/05/2021 03:00:00 AM,006XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,1121,27,06,1154593,1904130,41.892752569,-87.707691679,"(41.892752569, -87.707691679)"
JE312221,07/24/2021 08:40:00 AM,058XX W CHICAGO AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,N,N,1511,29,04A,1137568,1904752,41.894783048,-87.770203617,"(41.894783048, -87.770203617)"
JE399590,10/05/2021 11:29:00 PM,039XX W OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,1122,37,14,1149857,1903714,41.891704467,-87.725096094,"(41.891704467, -87.725096094)"
JE398883,10/05/2021 12:30:00 PM,090XX S CLYDE AVE,0460,BATTERY,SIMPLE,RESIDENCE - GARAGE,N,N,413,8,08B,1191748,1845522,41.731104433,-87.573142091,"(41.731104433, -87.573142091)"
JE400180,10/05/2021 04:00:00 PM,021XX W 111TH ST,3960,INTIMIDATION,INTIMIDATION,SCHOOL - PRIVATE GROUNDS,N,N,2212,19,08A,1163984,1830996,41.691870573,-87.675258222,"(41.691870573, -87.675258222)"
JE428092,10/30/2021 03:43:00 PM,086XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,613,21,08B,1168835,1847549,41.737191479,-87.657021997,"(41.737191479, -87.657021997)"
JE327701,08/05/2021 08:30:00 PM,105XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,512,34,08B,1177465,1835090,41.702811877,-87.625779476,"(41.702811877, -87.625779476)"
JE376129,09/16/2021 04:50:00 PM,011XX W WILSON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA STATION,Y,N,1913,46,03,1167916,1930703,41.965393249,-87.657992984,"(41.965393249, -87.657992984)"
JE403071,10/04/2021 04:15:00 PM,050XX S BLACKSTONE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,222,4,03,1186774,1871922,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
JE404809,08/23/2021 11:30:00 AM,071XX S DORCHESTER AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,N,N,324,8,04B,1186779,1857721,41.764698678,-87.590959498,"(41.764698678, -87.590959498)"
JE404669,05/07/2021 07:55:00 AM,064XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,312,20,14,1180029,1862350,41.777558327,-87.615558249,"(41.777558327, -87.615558249)"
JE398834,10/05/2021 12:20:00 PM,001XX N HARBOR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,114,42,07,1179643,1901697,41.885538232,-87.615768415,"(41.885538232, -87.615768415)"
JE399171,10/05/2021 02:00:00 AM,013XX S LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1011,24,14,1151918,1893645,41.864033702,-87.717792133,"(41.864033702, -87.717792133)"
JE328433,08/05/2021 08:32:00 PM,001XX W 104TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,512,34,26,1177174,1835662,41.704388082,-87.626827858,"(41.704388082, -87.626827858)"
JE326796,08/05/2021 09:43:00 AM,024XX W 56TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,824,15,08B,1160847,1867462,41.792004183,-87.685738574,"(41.792004183, -87.685738574)"
JE402447,09/27/2021 12:00:00 AM,004XX N LEAMINGTON AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,N,Y,1532,37,26,1141957,1902465,41.888427067,-87.754140512,"(41.888427067, -87.754140512)"
JE399512,10/05/2021 08:11:00 PM,067XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,332,5,06,1190704,1860712,41.772812361,-87.576477067,"(41.772812361, -87.576477067)"
JE398625,10/05/2021 09:15:00 AM,041XX N RIDGEWAY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,1723,35,26,1150654,1927162,41.956032308,-87.721554678,"(41.956032308, -87.721554678)"
JE326762,08/05/2021 09:17:00 AM,078XX S COLFAX AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,421,7,08B,1194882,1853410,41.752673228,-87.561402133,"(41.752673228, -87.561402133)"
JE399952,10/05/2021 05:15:00 PM,035XX W ADDISON ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1732,35,04B,1151945,1923702,41.946512428,-87.716900113,"(41.946512428, -87.716900113)"
JE398661,10/05/2021 06:30:00 AM,007XX E 84TH PL,0460,BATTERY,SIMPLE,APARTMENT,N,N,632,6,08B,1182771,1849016,41.740905227,-87.605919502,"(41.740905227, -87.605919502)"
JE398749,10/05/2021 10:26:00 AM,042XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,N,1911,47,14,1161505,1928056,41.958265994,-87.681638768,"(41.958265994, -87.681638768)"
JE327130,08/05/2021 02:31:00 PM,071XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,333,5,01A,1189945,1857919,41.765166438,-87.579349066,"(41.765166438, -87.579349066)"
JE398516,10/05/2021 07:00:00 AM,058XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,711,20,08B,1175285,1866228,41.788307316,-87.632833858,"(41.788307316, -87.632833858)"
JE431231,11/02/2021 09:34:00 AM,117XX S LOWE AVE,0810,THEFT,OVER $500,APARTMENT,N,N,524,34,06,1174065,1826893,41.680394029,-87.638471521,"(41.680394029, -87.638471521)"
JE332981,08/04/2021 09:00:00 AM,032XX S LITUANICA AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,913,11,10,1170832,1883547,41.835930821,-87.648655333,"(41.835930821, -87.648655333)"
JE398498,10/05/2021 05:00:00 AM,077XX S ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,835,18,08B,1154386,1853219,41.753050302,-87.709808824,"(41.753050302, -87.709808824)"
JE399529,10/05/2021 09:42:00 PM,048XX W MADISON ST,0860,THEFT,RETAIL THEFT,GAS STATION,N,N,1533,28,06,1144203,1899587,41.880487595,-87.745964635,"(41.880487595, -87.745964635)"
JE327101,08/05/2021 12:47:00 PM,049XX W ADAMS ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,1533,28,26,1143631,1898881,41.878560968,-87.748082667,"(41.878560968, -87.748082667)"
JE399308,10/05/2021 12:45:00 PM,016XX W GREENLEAF AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2423,49,11,1164261,1947025,42.010259581,-87.67096742,"(42.010259581, -87.67096742)"
JE313594,07/24/2021 09:00:00 PM,004XX W BARRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1934,44,08B,1172690,1920655,41.937716633,-87.640738752,"(41.937716633, -87.640738752)"
JE401753,10/05/2021 09:00:00 AM,081XX S SAGINAW AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,422,7,06,1195256,1851508,41.747444775,-87.560094244,"(41.747444775, -87.560094244)"
JE399183,10/05/2021 07:00:00 AM,083XX S VERNON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,632,6,05,1180807,1849847,41.743230917,-87.61308989,"(41.743230917, -87.61308989)"
JE398551,10/05/2021 08:00:00 AM,043XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1624,38,06,1138223,1928483,41.959891679,-87.767222504,"(41.959891679, -87.767222504)"
JE397494,10/02/2021 02:30:00 PM,056XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,715,16,08B,1166638,1867218,41.79121295,-87.664510866,"(41.79121295, -87.664510866)"
JE398847,10/05/2021 11:31:00 AM,063XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,823,17,06,1156143,1862448,41.778340981,-87.703122242,"(41.778340981, -87.703122242)"
JE398812,10/05/2021 11:00:00 AM,005XX E 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,624,6,06,1181026,1852740,41.751164599,-87.612198632,"(41.751164599, -87.612198632)"
JE398441,10/05/2021 01:22:00 AM,054XX W THOMAS ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,1524,37,15,1139622,1906794,41.900349302,-87.762609842,"(41.900349302, -87.762609842)"
JE399335,10/05/2021 03:00:00 PM,022XX W PERSHING RD,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,N,N,924,12,04B,1161873,1878776,41.823029919,-87.681661816,"(41.823029919, -87.681661816)"
JE401401,10/01/2021 08:00:00 AM,013XX N KEDZIE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,1422,26,08B,1154785,1908685,41.905248066,-87.706864379,"(41.905248066, -87.706864379)"
JE400334,10/05/2021 08:00:00 PM,041XX W 56TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,813,13,07,1149773,1867148,41.791364251,-87.726353641,"(41.791364251, -87.726353641)"
JE398462,10/05/2021 03:00:00 AM,004XX N FRANKLIN ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,N,N,1831,42,03,1174255,1903043,41.889353661,-87.635513776,"(41.889353661, -87.635513776)"
JE437101,10/04/2021 06:38:00 PM,012XX W WINNEMAC AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,2033,47,26,1167008,1933695,41.973622988,-87.661245182,"(41.973622988, -87.661245182)"
JE399526,10/05/2021 09:24:00 PM,016XX S KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1012,24,08B,1149321,1891524,41.858264122,-87.727380651,"(41.858264122, -87.727380651)"
JE398589,10/05/2021 08:34:00 AM,081XX S HOYNE AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,614,18,03,1163798,1850759,41.746107342,-87.675386239,"(41.746107342, -87.675386239)"
JE399818,10/05/2021 09:45:00 PM,032XX W WABANSIA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1421,26,05,1154572,1911119,41.911931443,-87.707581574,"(41.911931443, -87.707581574)"
JE398927,10/05/2021 01:20:00 PM,043XX W GLADYS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,N,N,1131,28,07,1147546,1898002,41.876074731,-87.733729997,"(41.876074731, -87.733729997)"
JE398747,10/05/2021 12:30:00 AM,071XX S DORCHESTER AVE,0560,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,N,N,324,8,08A,1186779,1857721,41.764698678,-87.590959498,"(41.764698678, -87.590959498)"
